time_s,x_enu_m,y_enu_m,z_enu_m,vx_enu_m_s,vy_enu_m_s,vz_enu_m_s
0.2855957642468662,0.0,0.12825564528574795,1.4659687337407377,0.0,1.395732787834085,15.9532987656225
0.2984869225186022,0.0,0.14689343491504578,1.6789996440115829,0.0,1.49582889132662,17.09740246384479
0.3242692390620742,0.0,0.18804791017881461,2.1493974487691503,0.0,1.696862260892661,19.395224392584986
0.35005155560554624,0.0,0.23440055856554193,2.679210644200907,0.0,1.8990178378262301,21.705873210230575
0.37583387214901826,0.0,0.28597972287382134,3.268763189977335,0.0,2.1022965802880487,24.02935986860871
0.4016161886924903,0.0,0.34281437200034787,3.9183862021026243,0.0,2.3066993287848963,26.36569397475585
0.47166662122013436,0.0,0.5240020962387759,5.989371366766136,0.0,2.867740990344822,32.77842951041392
0.4771587985632501,-9.95381222974532e-08,0.5400215486820589,6.172179071114215,-1.812381018597464e-05,2.9167762514269717,33.28510583120609
0.48265097590636585,-3.000668891506806e-07,0.5563105788014351,6.357772740880478,-3.651203160558233e-05,2.965860220753534,33.79236647195055
0.4936353305925974,-9.060137819699318e-07,0.5894283297865962,6.734538431205692,-7.381765919695049e-05,3.0641256107421393,34.80805672896322
0.5046196852788289,-1.9275587986782915e-06,0.6236265339793036,7.122473666492397,-0.0001121832211234966,3.162586176397807,35.82608542363069
0.5156040399650604,-3.3763688648859076e-06,0.6589073403549914,7.521604138517546,-0.00015161322336732237,3.261242816765762,36.8464535245965
0.5683287046815028,-1.6637988923313278e-05,0.8433907234424189,9.594034184717316,-0.0003560504649664373,3.737601411011247,41.7767699489518
0.6210533693979451,-4.1383670373070565e-05,1.0531218043267063,11.927859353685108,-0.000587177902414822,4.2189572673297695,46.76099534068326
0.6737780341143874,-7.910563152984666e-05,1.288382781017462,14.525896288381432,-0.0008488650560256686,4.706148020641525,51.799085293180724
0.7265026988308297,-0.00013157176635371926,1.5495133789351303,17.390983723087288,-0.0011474037919431827,5.200469076528189,56.89099125468379
0.7350777873616975,-0.00014163653985491037,1.5944559663624263,17.88240148829891,-0.0012000041057567785,5.281650442226058,57.72421455462066
0.7436528758925652,-0.00015215757710976594,1.6400956936138045,18.380970303987738,-0.0012538570352421722,5.363073964583877,58.558856788284736
0.752227964423433,-0.00016314597453207647,1.6864347077333794,18.88670232712252,-0.0013090084740769326,5.4447477853428765,59.39491623933617
0.7565546827711177,-0.00016887098173211216,1.7100819606586557,19.14460117503552,-0.001337342526116312,5.486055207984825,59.81730290142611
0.7608814011188024,-0.00017471933760089886,1.7339080840333665,19.40432835078775,-0.0013660254581846097,5.52742958919915,60.24004998425657
0.7652081194664871,-0.00018069256488842148,1.7579133699435527,19.665885413642513,-0.0013950635927667322,5.568872031121587,60.66315740621432
0.7675172558805656,-0.00018393202000601387,1.7707982238614386,19.806225801599453,-0.0014107083909640431,5.591017733594774,60.889113911774736
0.7698263922946441,-0.00018720772114143446,1.7837342381565682,19.94708807232132,-0.0014264571545843034,5.613183296630603,61.11517294033728
0.7721355287087226,-0.00019051990949295626,1.796721458890055,20.088472462594154,-0.001442310868325664,5.635368892809182,61.3413345322126
